date,CAPUTLN2121S,CAPUTLG3342S,CAPUTLG3341S,CAPUTLHITEK2S,CAPUTLB5610CS,CAPUTLGMFDS,CAPUTLG3364T9S,CAPUTLG33611S,CAPUTLG334S,CAPUTLG335S,CAPUTLG332S,CAPUTLG337S,CAPUTLG3311A2S,CAPUTLG333S,CAPUTLG339S,CAPUTLG3361T3S,CAPUTLG327S,CAPUTLG331S,CAPUTLG336S,CAPUTLG321S,CAPUTLG2211A2S,CAPUTLG2211S,CAPUTLB5640CS,MCUMFN,CUMFNS,CAPUTLX4HTK2S,CAPUTLX4HTMVS,CAPUTLG2122S,CAPUTLG21S,CAPUTLG212S,CAPUTLG2212S,CAPUTLGMFNS,CAPUTLG315S,CAPUTLG315A6S,CAPUTLN32522S,CAPUTLG312S,CAPUTLG325S,CAPUTLG311S,CAPUTLG311A2S,CAPUTLG316S,CAPUTLGMFOS,CAPUTLG322S,CAPUTLG324S,CAPUTLG326S,CAPUTLN325211S,CAPUTLG323S,CAPUTLG325212S,CAPUTLG313S,CAPUTLG314S,CAPUTLG313A4S,CAPUTLG2123S,CAPUTLG211S,CAPUTLB562A3CS,CAPUTLG213S,CAPUTLX50HTKS,TCU,INDPRO,IPBUSEQ,IPX52HTVS,IPB54200S,IPX5421TS,IPB54220S,IPB53121S,IPHITEK2S,IPB54100S,IPX5410HS,IPB51220S,IPCONGD,IPX51HVES,IPB53110S,IPB5610CS,IPB52300S,IPDCONGD,IPG3364S,IPG33311S,IPG3331S,IPG336411T3S,IPG32199S,IPG3313S,IPB51122S,IPN3323S,IPG3343S,IPB51112S,IPG336111S,IPG33611S,IPB51110S,IPB51111S,IPG332991S,IPG33591S,IPN3311A2DS,IPB511222S,IPN32731S,IPG3273S,IPG3271A9S,IPG32712S,IPG3271S,IPG3271A4A9S,IPN3328S,IPG3311A2FS,IPG3333A9S,IPN33592S,IPG3342S,IPG3341S,IPB51121S,IPN32732T9S,IPG33312S,IPN3311A2BS,IPN3311A2CS,IPN3322S,IPG3351S,IPG3353S,IPG335A2S,IPG3336S,IPN3311A2ES,IPG333111S,IPN3321S,IPG3315S,IPG3272S,IPN327213S,IPG3325S,IPG33612S,IPN3371S,IPG3352S,IPB511221S,IPG3334T6S,IPG3332S,IPG3311A2S,IPG336112S,IPG3274S,IPN1133S,IPG3327S,IPG33522S,IPN321991S,IPN3391S,IPG3335S,IPG32191S,IPN33313S,IPN3311A2ZS,IPN336213S,IPG3361S,IPG3362S,IPG3363S,IPG3345S,IPG33141S,IPG3314S,IPG3372A9S,IPB51120S,IPG33593T9S,IPG3359S,IPG3329S,IPG3279S,IPN3369S,IPG3219S,IPN3311A2PS,IPG3212A9S,IPG32711S,IPG3365T9S,IPN3365S,IPN3311A2RS,IPG321219S,IPN3211S,IPN331314S,IPG3344S,IPG3366S,IPG33521S,IPN3326S,IPG336S,IPG336214S,IPG336212S,IPG3212S,IPG3334S,IPN32192S,IPDMAN,IPX5HTK2S,IPX005MVS,IPG3364T9S,IPG334S,IPG335S,IPG332S,IPG337S,IPG333S,IPG339S,IPG3361T3S,IPG327S,IPG331S,IPG321S,IPDMAT,IPB53131S,IPUTIL,IPG2211S,IPB53300S,IPB53320S,IPB50089S,IPB53310S,IPB53120S,IPB52000S,IPG336111BS,IPG33611ES,IPG3361ES,IPG336112BS,IPB52110S,IPFINAL,IPFPNSS,IPB5640CS,IPFUELS,IPB54210S,IPB52130S,IPB52131S,IPB52120S,IPMAN,IPMANSICS,IPX4HTK2S,IPX4HTMVS,IPXXX001S,IPMAT,IPZ53010S,IPX53EHVS,IPMINE,IPN2121S,IPG21223S,IPG211111CS,IPG211111S,IPN213111S,IPG21222S,IPN21221S,IPG2122S,IPG212S,IPN211111GS,IPG211112S,IPG2123S,IPG211S,IPG213S,IPB51123S,IPB53132S,IPB51215S,IPB53242S,IPG2212S,IPNCONGD,IPB53230S,IPB53220S,IPB53210S,IPG311611T3S,IPG3111S,IPG3116S,IPG315S,IPN32522S,IPN32411GS,IPN32411AS,IPN3118S,IPG3251S,IPG32512T8S,IPN311611T3BS,IPG3121S,IPG312S,IPN31212S,IPG31411S,IPN311513S,IPB51213S,IPB51212S,IPG31192S,IPG3222S,IPN311512S,IPG31151S,IPG3115S,IPN32411DS,IPN311514S,IPG3132S,IPN311511S,IPG311S,IPB51211S,IPG3114S,IPG3112S,IPN31152S,IPG32512S,IPG316S,IPN311611T3ZS,IPG51111S,IPG5111S,IPG32511A9S,IPG32518S,IPG32223A9S,IPG3119S,IPG32411XS,IPG3149S,IPG32551S,IPG3255S,IPG3255A9S,IPG3255T9S,IPN322121S,IPG32222S,IPG32212S,IPB51214S,IPN32221S,IPN32213S,IPN32412A9S,IPG51112T9S,IPG3253S,IPG32411S,IPG3254S,IPN325211S,IPG3261S,IPN311611T3PS,IPN311615S,IPN32211S,IPG3221S,IPN32411RS,IPG32521S,IPG3252S,IPG3262S,IPG32622A9S,IPG3256S,IPN31211S,IPG3113S,IPG32513S,IPG325212S,IPG3133S,IPG3141S,IPG313S,IPG314S,IPG32621S,IPG3122S,IPNMAN,IPG315A6S,IPG325S,IPG311A2S,IPG322S,IPG324S,IPG326S,IPG323S,IPG313A4S,IPNMAT,IPB53241S,IPB51210S,IPX5EHTKS,IPX50EHVS,IPB53810S,IPB53820S,IPX5001ES,IPB54000S,IPB52200S,IPB53130S,IPB52132S,IPB53123S,IPGMFOS,IPB53240S,IPB562A3CS,IPB51222S,IPB53122S,IPX50HTKS,IPX50001S,IPX5VHT2S,IPN22112CS,IPN2212CS,IPG22111S,IPG22112S,IPN2212TS,IPN221111S,IPN22112MS,IPN2212MS,IPN221113S,IPN22112RS,IPN2212RS,CUSR0000SEHF01,CUSR0000SEHF02,CUSR0000SETG01,CUSR0000SAF116,CUSR0000SEFW,CUSR0000SEFX,CPIAUCSL,CPILEGSL,CPILFESL,CUSR0000SA0L5,CUSR0000SA0L2,CPIAPPSL,CUSR0000SA311,CUSR0000SAF111,CUSR0000SAC,CUSR0000SACL1,CUSR0000SACL11,CUSR0000SACL1E,CUSR0000SEFJ,CUSR0000SAD,CUSR0000SEEA,CPIENGSL,CUSR0000SACE,CUSR0000SEHF,CUSR0000SEFS,CUSR0000SERF03,CPIUFDSL,CPIFABSL,CUSR0000SAF11,CUSR0000SEFV,CUSR0000SEAE,CUSR0000SAF113,CUSR0000SEHE,CUSR0000SAH2,CUSR0000SETB01,CUSR0000SEMD,CUSR0000SAH21,CUSR0000SAH3,CPIHOSSL,CUSR0000SEAF,CUSR0000SAF112,CPIMEDSL,CUSR0000SAM1,CUSR0000SAM2,CUSR0000SAA1,CUSR0000SEGD,CUSR0000SETB,CUSR0000SETD,CUSR0000SAF114,CUSR0000SAN,CUSR0000SANL1,CUSR0000SANL11,CUSR0000SAF115,CUSR0000SEFT,CPIOGSSL,CUSR0000SAS367,CUSR0000SEHC01,CUSR0000SEHC,CUSR0000SAT1,CUSR0000SEMC,CUSR0000SETG,CUSR0000SEHA,CUSR0000SAS2RS,CUSR0000SAS,CUSR0000SEMC04,CUSR0000SASLE,CUSR0000SASL5,CUSR0000SASL2RS,CUSR0000SAH1,CUSR0000SEFR,CUSR0000SEGA,CUSR0000SERE01,CPITRNSL,CUSR0000SAS4,CUSR0000SEEB,CUSR0000SETA02,CUSR0000SAA2,COMPU1USA,COMPU5MUSA,COMPUTSA,HNFSEPUSSA,HOUST,HOUST1F,HOUST2F,HOUST5F,HSN1F,NHFSEPTS,NHSDPTS,PERMIT,PERMIT1,PERMIT24,PERMIT5,UNDCON5MUSA,USCONS,DMANEMP,USEHS,USFIRE,USGOOD,USGOVT,USINFO,USLAH,MANEMP,USMINE,NDMANEMP,USSERV,USPBS,USTRADE,SRVPRD,PAYEMS,USPRIV,USTPU,CES4300000001,CES4422000001,USWTRADE,CE16OV,CIVPART,CLF16OV,EMRATIO,LNS12000001,LNS12000002,LNS12000003,LNS12000006,LNS12000009,LNS12000012,LNS12000036,LNS12000089,LNS12000091,LNS12024230,LNS12027714,LNS12032194,LNS12034560,LNS12035019,U1RATE,U2RATE,UEMP15OV,UEMP15T26,UEMP27OV,UEMP5TO14,UEMPLT5,UEMPMEAN,UEMPMED,UNEMPLOY,UNRATE,LNS13000001,LNS13000002,LNS13000003,LNS13000006,LNS13000009,LNS13000012,LNS13000036,LNS13000089,LNS13000091,LNS13000093,RPI,W875RX1,DSPIC96,W209RC1,UMCSENT,NASDAQ100,NASDAQCOM,R2500GRTR,R2500VLTR,RMIDGRTR,RMIDVLTR,RTOP200GTR,RTOP200VTR,RU1000GPR,RU1000GTR,RU1000PR,RU1000TR,RU1000VPR,RU1000VTR,RU2000GPR,RU2000GTR,RU2000PR,RU2000TR,RU2000VPR,RU2000VTR,RU2500PR,RU2500TR,RU3000GTR,RU3000PR,RU3000TR,RU3000VTR,RUMIDCAPPR,RUMIDCAPTR,RUTOP200PR,RUTOP200TR,WILL4500IND,WILL4500PR,WILL5000IND,WILL5000INDFC,WILL5000PR,WILL5000PRFC,WILLLRGCAP,WILLLRGCAPGR,WILLLRGCAPVAL,WILLMICROCAP,WILLMIDCAP,WILLMIDCAPGR,WILLMIDCAPVAL,WILLREITIND,WILLRESIND,WILLSMLCAP,WILLSMLCAPGR,WILLSMLCAPVAL,VXOCLS,TWEXBPA,TWEXMPA,TWEXOPA,DEXCAUS,DEXDNUS,DEXHKUS,DEXINUS,DEXJPUS,DEXKOUS,DEXNOUS,DEXSDUS,DEXSFUS,DEXSIUS,DEXSZUS,DEXTAUS,DEXTHUS,DEXUSAL,DEXUSNZ,DEXUSUK,DTWEXM,EXCAUS,EXDNUS,EXHKUS,EXINUS,EXJPUS,EXKOUS,EXNOUS,EXSDUS,EXSFUS,EXSIUS,EXSZUS,EXTAUS,EXTHUS,EXUSAL,EXUSNZ,EXUSUK,ADJRES,AMBSLREAL,CIBOARD,CONSUMER,CURRDD,CURRENCY,INVEST,LOANINV,M1,M1REAL,M2,M2REAL,MULT,MZM,MZMREAL,NOM1M2,NONREVSLAR,OTHSEC,REALLN,REVOLSLAR,SAVINGS,STDTI,SVGTI,TCD,TOTALSLAR,TOTBKCR,USGSEC,USSLIND,TEDRATE,AAAFFM,AAAFF,DAAA,AAA,WAAA,AAA10Y,AAA10YM,BAAFF,BAAFFM,WBAA,BAA,DBAA,BAA10Y,BAA10YM,MPRIME,WPRIME,DPRIME,FEDFUNDS,DFF,FF,DGS1,DGS10,DGS2,DGS3,DGS3MO,DGS5,DGS6MO,DGS7,GS1,GS10,GS2,GS3,GS3M,GS5,GS6M,GS7,CSCICP03USM665S,CCSA,MORTGAGE30US,GOLDPMGBD228NLBM,BSCICP03USM665S,MEIM683SFRBCHI,RMEIM683SFRBCHI
2/1/1990,-0.7363,-0.2006,-1.1408,-0.2457,-0.1029,1.3076,0.6665,20.1123,0.1833,-1.2638,-0.1939,-0.1228,2.5673,-1.4666,-0.0622,11.7787,-0.1154,-0.7192,6.9473,-0.1099,-1.2475,-0.4765,1.3673,0.992,0.9656,1.0572,0.1577,-2.4399,-0.7191,-1.6866,-4.7866,0.5701,-1.5115,-1.3167,7.2304,1.0615,1.2474,0.4031,0.5744,0.0502,0.43,0.5396,1.9841,0.0012,2.0813,-0.3196,8.0129,-0.6705,1.8743,0.1351,-2.7049,-0.4736,0.1975,0.2533,0.6771,0.6236,0.00980403,0.019002991,0.00240338,-0.001723296,0.003929099,-0.029302014,0.000733845,0.008955428,0.00384506,0.003746418,-0.056991309,0.012944274,0.004656298,0.090806725,-0.000983863,-0.002932966,0.061982709,0.014989335,-0.018790486,-0.0449081,0.018412429,0.01220613,-0.055473726,0.00029804,-0.001229996,0.185090766,-0.018228396,0.370700079,0.371968943,0.159633045,0.366251628,0.018061144,-0.106606209,0.217719853,0.001217034,-0.022116762,-0.0071533,0.012282116,0.052049921,0.022539879,0.014098623,0.001796799,0.006346665,-0.004867449,0.035267379,0.01254869,-0.00299266,0.053121568,-0.003318591,-0.096599803,0.039784031,0.086018022,-0.003875058,0.018478175,-0.023054539,-0.016685704,-0.001514464,0.003166085,-0.044714655,0.00014355,-0.010709666,-0.011480489,0.000843482,0.002879056,-0.095472808,-0.004784313,-0.005002258,-0.001633498,-0.015748801,-0.013558049,0.03230944,0.373773864,0.026138003,-0.082400593,-0.019159661,-0.008136561,0.05070146,0.011610768,-0.009209648,-0.000479993,0.020263118,0.031568601,0.002615454,0.323417852,0.045767245,0.112813071,0.007363133,-0.005062137,-0.093793074,0.006666613,0.001546968,-0.019264709,-0.024063072,0.008481328,0.004578464,0.016404427,0.004559766,-0.015361745,-0.001531036,-0.011906015,-0.017866268,0.0012808,0.014629591,-0.003865692,0.002103691,0.010798715,0.016468626,-0.029268547,0.002747404,0.011540144,0.101082864,-0.013035611,-0.040424035,-0.013854116,-0.036742923,0.003370578,0.019683098,0.020492116,-0.001546297,0.009709739,0.010718894,-0.014390534,-0.000969641,1.67E-05,-0.016799054,0.003520414,0.195645323,-0.001328437,-0.010864366,-0.000357832,0.011072554,-0.020029482,-0.012583405,-0.003500578,0.008535653,0.000478169,-0.007182888,0.01284162,0.002000458,0.014086375,0.381827899,0.38518408,0.252099371,0.391538765,0.141056775,0.013358559,0.009820534,0.020294706,0.015479693,0.004383907,-0.011268936,-0.017633535,0.004957322,0.014838327,0.014377151,0.01477007,0.003458891,0.00385552,0.009783028,0.010273879,0.00115052,-0.008590435,-0.004979498,-0.001389634,-0.015704842,-0.007332659,-0.002034697,-0.050300577,0.062363019,-0.01886076,-0.014739662,0.006478239,-0.000210366,-0.028301861,-0.006935205,-0.000265027,-0.004661628,-0.005478427,0.008589915,0.005164781,-0.066043345,-0.004084675,0.01894645,0.005618919,-0.005585951,0.02875542,-0.001971164,0.01671197,-0.01854892,0.08986293,0.042272944,0.01740719,8.49E-05,0.015013552,0.061296723,0.035131385,0.003409853,0.01407838,0.01718087,0.057123262,0.006348533,0.012181715,-0.015853077,0.037617515,0.007717337,0.027675733,-0.013985578,-0.009897758,-0.050634986,-0.065578246,-0.004149582,0.00136882,0.007556418,0.010403294,0.009947106,0.015462452,0.01680753,0.052540665,-0.001563221,-0.00421898,0.011637618,0.012103001,-0.016526315,0.073399296,0.027574434,0.014729961,0.112560919,0.013613608,0.077133209,0.064111533,0.008085601,0.016711627,0.014097309,0.01249834,0.013920642,0.010631627,-0.006010006,-0.016881056,0.006850237,0.012471156,0.001883051,0.025504488,0.005903415,0.020975852,0.012187911,0.020888004,-0.007739636,0.018629382,0.006173888,-0.062856632,0.030747476,0.049026712,-0.013163804,-0.005351637,0.025859278,-8.39E-05,0.038213451,0.029020205,0.112172891,-0.020028974,0.028506586,-0.006623675,0.022793417,-0.020141229,0.024849119,0.0089201,-0.016129541,0.017085103,0.009240395,0.006810609,0.022439971,0.005440151,-4.62E-05,0.002888786,0.009112118,-0.000783821,0.007278147,0.014044208,0.002600081,0.020653554,0.001005455,0.013696089,-0.000185303,0.012754823,-0.010656957,-0.003269326,-0.003840328,0.00538904,0.003163961,0.00442781,-0.091517011,0.020809249,0.009853738,0.001061973,0.000572616,-0.033475599,-0.067538665,0.036641986,-0.048155765,-0.058763024,0.155657087,0.008605632,-0.03463228,0.046190049,-0.095434908,-0.078409451,0.010344819,0.006134963,0.025222533,0.002367796,0.004145934,0.000707213,0.003921566,0.00532319,0.00454201,0.00397456,0.004796159,0.017514581,0.020270253,0.003654968,0.00415973,0.001740643,0.001746723,0.004930152,0.011244971,0.000882612,0.006586822,-0.007077849,-0.022988482,0.009208095,-0.001626015,0.009181962,0.008481104,0.008500766,0.011556231,0.005368094,0.008710794,0.034899305,-0.16094018,-0.004496399,0.001076425,0.005899702,-0.012357403,0.001777776,0.000793021,0.095652091,0.007137187,0.007051278,0.008900185,0.006422603,0.003378376,0.003265837,-0.002139035,0.000784313,0.000892856,0.0081566,0.006926401,0.006950472,0.002479337,0.003900153,0.005211723,0.004801094,0.000708717,0.000708717,0.000862812,0.004626567,0.016691945,0.002209129,0.002117147,0.004431311,0.003407152,0.003617942,0.003748123,0.005759535,0.002201026,0.003267971,0.003466203,0.008643035,0.0017094,0.006465513,0.005899702,-0.004194627,0.020408146,-0.032679736,-0.239892119,-0.103448269,0,-0.073500962,0.001818182,-0.267856665,-0.255696138,-0.046774186,0,-0.046774186,-0.239702503,-0.026289178,-0.294117301,-0.545993984,0.003496502,-0.001106603,0.010478487,0.003711264,0.001822047,0.003711117,0.001432428,0.002247191,0.000753498,0.005394168,-0.001310616,-0.00242407,0.004027482,0.006006838,-0.002450943,0.001748518,0.002179547,0.002328493,-0.001057362,0.004925823,0.001628443,-0.001885822,-0.000184748,-0.1,-0.000977486,0,0.000688853,-0.001246396,-0.000507193,0.003270111,-0.000610314,-0.012603216,0.004320942,-0.003257518,0.005606374,-0.002539116,-0.009600158,-0.009678748,-0.006853582,0,0,-0.1,-0.043909345,-0.052219314,-0.034055722,-0.011956001,0.010661649,-0.016949009,0.039214917,-0.014958531,-0.1,-0.033798282,0.008267195,-0.011522134,-0.000657895,0.032216491,-0.000833333,-0.016627077,0.019849784,-0.008382229,-0.081805348,0.003002836,0.003433843,0.002077256,0.009802712,-0.037634368,-0.113209155,-0.094746676,0,0,0,0,0,0,0,0,-0.086945673,-0.085200251,0,0,0,0,-0.097738819,-0.096667837,0,0,0,0,0,-0.087617211,-0.085973918,0,0,0,0,0,-0.08964899,-0.09226832,-0.086955552,-0.086955552,-0.088196972,-0.088196972,0,0,0,0,0,0,0,0,0,0,0,0,0.526127269,0.001284903,0.00063099,0.000906617,0.021799069,-0.015598861,2.22E-16,0.000589619,-0.011623924,0.008046817,-0.01875678,-0.011235775,0.012040583,-0.02049288,-0.046166529,0.000842586,0.000777904,-0.021639511,0.015174507,0.042455465,-0.007797365,0.020902653,-0.01357797,-0.000166417,0.001544502,0.004906126,0.009165905,-0.010723615,-0.008514496,-0.003250695,-0.012292042,-0.019504481,0.001384123,-0.000469998,-0.027905786,-0.017599203,0.027190698,-0.027461004,-0.000915331,-0.00072821,0.000252362,0.002788289,0.00628366,0.01626783,0.007211443,-0.005636978,-0.000480923,0.002056246,0,-0.01,0.002911481,0.001134464,0.004090411,-5.11,-0.002263996,0.011599601,2.32,0.005802923,-0.006505122,0.001985252,-0.010726216,-3.1,0.010876772,0.023845263,-0.25,-0.17,0.22,0.56,0.28,0.23,0.16,-0.21,-0.03,0.54,0.19,0.14,0.2,0.26,-0.23,-0.06,-0.11,-0.5,-0.5,0.01,0.29,-0.08,0.27,0.49,0.41,0.46,0.17,0.48,0.24,0.41,0.19,0.26,0.28,0.26,0.1,0.3,0.16,0.28,-0.000176451,-0.013208351,0.22,0.040225554,0.002031046,-0.48748,-0.45387
3/1/1990,-0.5228,0.8064,-0.9684,-0.041,-0.32,0.8199,0.7778,4.9647,0.3764,1.3264,-0.0287,0.7051,-0.627,-0.3658,-0.1116,3.6043,0.1713,2.1324,2.3759,-0.122,1.0375,0.5968,0.4024,0.236,0.212,0.2311,-0.0528,-5.0239,-0.6667,-1.9456,3.2403,-0.5355,-1.0721,-0.9778,-5.025,1.5278,-0.9488,-0.1589,0.284,-0.2296,-0.2741,-0.8755,-3.875,0.7196,-1.1354,0.3783,-8.5903,-0.9178,-3.7283,-1.8085,-2.0669,-0.4111,0.2235,0.9802,0.2443,0.2277,0.004893457,0.017198999,0.012573088,0.006385823,0.002219598,0.023335384,0.006518285,0.011518396,-0.001341528,-0.001664918,0.019513922,0.006544226,-9.16E-05,0.031864184,-0.003465032,-0.004735298,0.018814767,0.011311766,0.018050656,0.009624196,0.021955706,0.002374892,0.117992467,-0.002524289,0.004607815,0.140487717,0.005150093,0.059851182,0.072172936,0.039163212,0.06785137,-0.023299546,0.025251461,0.02021578,-0.009263761,-0.01751938,-0.012471817,0.007873792,0.027493525,0.01144112,0.008954357,0.009529228,-0.005937317,-0.002159516,0.014068679,0.025178888,-0.001274282,0.051484952,-0.011028796,-0.004845385,-0.02426039,0.02634292,-0.003203971,0.028875217,0.004217239,0.011501516,-0.006811009,-0.020609904,0.017381904,0.005469307,0.012271909,0.013141669,0.017659542,-0.039406182,0.081246579,0.006192656,0.032980862,0.011673199,-0.013295779,-0.001999164,-0.006492953,0.089821598,0.016160635,0.068101329,0.013051944,0.049766663,0.001718674,0.008380543,-0.01684719,-0.003206772,0.021260421,-0.014169504,-0.002219812,0.072778054,0.013181595,0.042531434,0.007827069,-0.01343936,0.051292759,0.016970418,0.004326598,0.006659596,0.011840425,-0.005994638,0.005133032,-0.051343309,0.002074578,-0.001457213,-0.00204539,-0.008480205,0.008866648,-0.000611381,0.009609863,-0.013190383,0.002040188,0.05075456,0.014150943,0.024202223,-0.007855792,0.009224969,0.034119259,-0.006754328,-0.008588304,-0.010556389,-0.015082495,0.025256783,0.013261671,0.013904448,0.007912275,0.010932734,0.013055744,0.015764002,0.001086009,0.01075813,-0.003904264,0.00271034,0.054499929,0.002094384,0.023609625,-0.000743389,0.012195436,0.016415216,0.014059774,0.008556127,-0.005173786,0.029416148,0.002441136,-0.023605252,0.003526093,0.012807342,0.06970253,0.082014516,0.081740624,0.105268176,0.07687597,0.008808194,0.007628657,0.008030115,-0.04868796,0.002771326,0.000703198,-0.001710119,0.008688493,0.00541841,0.004993704,0.004534058,0.000829031,0.001587851,0.001628636,0.004389613,-2.73E-05,-0.0080298,-0.002737765,-0.058958902,-0.004808374,-0.00519041,0.045425709,-0.049370206,-0.043300158,-0.0506245,-0.018365127,-0.006007711,-0.023562765,-0.022077527,-0.006124639,0.010709729,0.001921151,0.009241873,0.002212145,-0.003077671,0.048337864,0.002038126,-0.010520051,-0.005488071,-0.008997156,-0.007809561,0.017062596,0.000271313,-0.013335025,-0.057203784,-0.051480226,-0.039980478,0.001838992,0.005516998,-0.000831657,0.006671169,0.006834208,0.01954298,0.018649418,-0.087043629,0.016170233,-0.013125682,-0.011891704,0.002462667,-0.007114432,-0.032379878,0.000251358,-4.37E-05,-0.040218316,-0.022200821,-0.010024569,0.005156084,0.000882621,0.00595527,-0.017778345,-0.024107697,-0.002872543,-0.045583059,-0.005153194,-0.006929471,-0.008499895,-0.008171918,0.010245868,0.017567787,-0.00635236,0.013685223,-0.085463063,-0.002201842,-0.016218937,-0.01034883,-0.006120088,-0.000255642,-0.016306734,-0.009623472,-0.0183599,-0.005365625,-0.006167271,0.01645769,0.004607284,-0.007911844,-0.003802799,-0.053986989,-0.02632204,-0.016039794,0.011224111,-0.029303887,0.017698967,-0.031542348,-0.010418893,-0.06908994,-0.025914328,-0.036076983,0.021094301,0.016722404,0.005859724,-0.000232577,0.019990555,-0.016367621,-0.099750632,-0.00096291,-0.062720952,-0.009574859,-0.039729535,0.025062563,0.031914093,-0.004228651,-0.012151226,-0.009459382,0.005749633,-0.009061744,-0.044475984,0.013786061,0.00775099,-0.019505231,-0.006929736,-0.000487569,-0.001465648,0.005007731,0.001307574,0.006858947,0.002143661,0.00544164,0.004243592,0.032264528,0.01179281,0.003693737,-0.001461832,-0.003247454,-0.002213895,0.004620524,0.056199215,0.017365043,0.00451174,0.002118595,0.001542289,0.029730902,0.067373869,-0.013458529,0.035254192,0.057339933,-0.017963129,0.000732088,0.04786516,-0.078624273,0.063147078,0.036678352,-0.000853242,0.001016259,0.020260477,0.004724406,0.003303053,0.00636042,0.004687496,0.005295004,0.006028631,0.003958825,0.003182177,0.014754086,0.017384092,0.003641658,0.001656999,0.001737618,0.001743678,0.004088304,0.001588561,-0.000881833,0.005948836,-0.006109973,-0.011764693,0,0.008143316,0.007444163,0.001529051,0.001532566,-0.001523228,0.005339431,0.005181343,-0.017509716,-0.032327551,0,-0.007526874,0.011143688,-0.002887389,-0.000887311,0.004754354,0.015873003,0.003149604,0.007638442,0.006301193,0.008296102,0.004208751,0.009765619,-0.008574482,0.007836984,0.00178412,0.002427183,0.004299222,0.005176872,0.003297607,0.004662001,0.005832789,0.005460747,0.009915007,0.009915007,-0.001724136,0.005263154,0.017910434,0.00440852,0.007746473,0.005882349,0.004244479,0.0072098,0.005974603,0.004294915,0.007320639,0.000814332,0.004605639,0.004284486,0.000853242,0.007137754,0.005865099,-0.001684919,0.025833312,-0.027992275,0.049645372,-0.005177514,-0.008219176,-0.102992338,-0.118874762,-0.097560738,-0.044217672,-0.028764801,-0.008219176,-0.028764801,-0.062452967,-0.052959496,-0.066666556,-0.091503238,-0.010452958,-0.004431315,-0.002018904,0.004437049,0.000606244,-0.001994101,0.006436706,0.001494768,0.003011724,-0.001397194,0.001312336,-0.000428816,0.004011326,0.003123278,0.000181437,0.003010637,0.001909809,0.001008131,0.000220517,0.001845338,0.002574177,-0.000992404,0.001209484,0,0.000723888,0,0.000688379,0.001843987,0.00043914,0.001222295,0.001323155,0.013497652,0.000148357,-0.001050481,-0.000489045,-0.002132783,0.011891676,0.009773341,0.022584692,0.000621381,0,0,-0.014074073,-0.044077129,0.02083333,0.016940948,-0.005274589,0.008620615,-0.037735137,-0.007968726,-0.1,-0.0047196,-0.011807149,-0.010633947,-0.013166556,-0.014981272,-0.038365301,0.020128823,-0.009994739,-0.004226542,-0.015360981,0.000857341,0.000734355,0.00024993,0.006929605,0.020111709,0.029563222,0.024097539,0.030093865,0.026160817,0.020586235,0.020030522,0.00216134,0.028255445,0.004341836,0.007049884,0.011513055,0.015736737,0.019585775,0.025191114,0.036859554,0.037901927,0.029128499,0.031048421,0.021345545,0.024048194,0.025409146,0.028046036,0.009185247,0.012752514,0.016819912,0.025163817,0.016897116,0.020274394,0.009669508,0.014267208,0.022725551,0.018707045,0.015872822,0.015872822,0.01198432,0.01198432,0.014479285,0.006220369,0.023081406,0.012289945,0.021109545,0.017489949,0.024650899,-0.016801429,-0.000419199,0.02897104,0.032411384,0.025460781,-0.199306659,0.012209735,0.021751416,-0.009057963,0.005481069,-0.001760671,-0.00038402,0.005892717,0.029539931,0.011175615,0.002456587,-0.005438223,-0.002535497,0.001609356,-0.008310618,0.000746209,0.003497849,-0.010928962,-0.023251952,0.00583507,0.00943102,-0.013789069,0.009578248,0.000332889,0.007469275,0.052267331,0.011583832,0.018714967,0.007069272,0.027858546,0.007295355,0.017069892,0.009330873,0.007496298,-0.004872268,-0.011661315,-0.042212003,-0.099795621,0.004122765,-0.004753178,-0.001012384,0.002383316,0.008474572,0.004350685,0.004025209,0.007558578,-0.00032077,0.005556257,-0.001288348,-0.012,0.008615442,0.000298205,0.003149805,1.41,-0.011221094,0.00897619,-10.04,0.004992788,-0.001800622,0.004528728,0.007109846,-1.63,0.005438024,0.010555426,0.24,-0.01,0.11,0.07,0.11,0.15,0.12,0.02,0.03,0.05,0.03,0.09,0.07,0.09,0,-0.05,0,0,0,0.04,0.04,0.05,0.03,0.09,0.15,0.1,0.02,0.09,0.01,0.16,0.24,0.12,0.26,0.24,0.17,0.18,0.16,0.17,0.000673916,0.013385147,0.14,-0.017708706,0.001602058,-0.52845,-1.80326
